query_id,pearson,spearman,ndcg_at_0_5_pct,ndcg_at_1pct,ndcg_at_5pct,ndcg_at_top_200,enrichment_at_0_5pct,enrichment_at_1pct,enrichment_at_5pct,enrichment_at_top_200,recall_at_0_5pct,recall_at_1pct,recall_at_5pct,recall_at_top_200
69,0.1755678907601106,0.17709217585091575,0.42833337362559903,0.4407181185884366,0.5192104169452744,0.41230350683645345,0.11411534301054727,0.10923869569661959,0.13826205477763423,0.10648792342520412,0.029259896729776247,0.050774526678141134,0.11585470821139611,0.01
70,0.1736763334126374,0.15139574782772847,0.6154825297253261,0.5653189413587882,0.5710795668727598,0.7146038384230528,0.4056622903200474,0.306825254697355,0.22693650437312876,0.5928790575686342,0.2134251290877797,0.19965576592082615,0.25559380378657487,0.125
71,-0.04431822470608347,-0.04788531408073848,0.35417704443736947,0.36019942625995366,0.4134410193309924,0.33476324413858877,0.06458939897941278,0.039303282996581916,-0.020104570082895422,0.0661029200186985,0.008605851979345954,0.018072289156626505,0.054044750430292596,0.0
72,0.14315666905538812,0.13412904353843882,0.3893773383127641,0.39925010278194234,0.48743528275411513,0.36010970617017707,0.11485075441795421,0.0998820684067876,0.12349661133382739,0.08514462865499521,0.03614457831325301,0.05163511187607573,0.10705679862306368,0.005
73,0.35813487612422057,0.22201323495272943,0.14532230885099995,0.17654724682662531,0.39212664796311075,0.15205338694848924,0.04619951919482595,0.09549521690694969,0.34199089994106385,0.043723013567427915,0.007575757575757576,0.02904040404040404,0.3007328784432651,0.0
74,0.04274726670924079,0.033299902349994276,0.14936918354255413,0.15940745466920792,0.17955335105040054,0.16890531262416844,0.06344153623940901,0.07487389535363885,0.06476354170986158,0.09461298291389705,0.015151515151515152,0.030303030303030304,0.09603234773818549,0.01
75,0.19976417443285344,0.10926959424581885,0.27564259791006235,0.2893226433220526,0.2974051952443687,0.27003324174030574,0.23049628140370507,0.2378780018693879,0.19960364180226858,0.22949548243188744,0.030303030303030304,0.056818181818181816,0.20520596411422795,0.015
76,0.39415688822433215,0.23829841138718721,0.2516709763670042,0.3042299112967564,0.3730180162041417,0.23770470845255678,0.15658735753089978,0.23439687412485563,0.29367087674286135,0.12140592574740774,0.04113110539845758,0.08226221079691516,0.22525070712265363,0.02
77,0.02372758303895476,0.023314558025785796,0.15977127198465932,0.1712358271777527,0.2059714093916375,0.1605262039056697,0.06074970140710744,0.0717354794293462,0.08667945164016468,0.06498071059539144,0.005141388174807198,0.02570694087403599,0.10619696580097711,0.0
78,0.23116360633937866,0.16337155205326515,0.35978637902233995,0.36047873135255326,0.3380766708097177,0.35185603060794546,0.31115987385500743,0.30263618685559096,0.23500318711274554,0.3066638678953343,0.02313624678663239,0.060411311053984576,0.21367960915402417,0.03
79,0.42290235746702115,0.23437289031443662,0.6321021603552225,0.6245354890949607,0.5702359151131158,0.6792599654487881,0.6133044305540779,0.608580422476901,0.5089211837861239,0.6605333049812417,0.13596491228070176,0.19099890230515917,0.3843619591478146,0.13
80,0.042910951992312055,0.034811887983112605,0.16455083129770842,0.19934177486099175,0.22590261822563903,0.14632423051151694,0.08295519861252473,0.12353375467594184,0.11685999166799202,0.06172852568179753,0.008771929824561403,0.03512623490669594,0.123215462332528,0.005
81,0.2461649139209912,0.15782255242478752,0.37590518849014354,0.3897335204735912,0.34791382709216523,0.37706141692302486,0.32328460829675987,0.33926072586106804,0.24621281040058404,0.321934730568037,0.03070175438596491,0.0801317233809001,0.2279815506259609,0.015
82,0.3112071346586352,0.17960577373023576,0.6746163732247572,0.6632142514332338,0.5912990158859861,0.6882485337620049,0.6686917763677742,0.64740312916965,0.5073979802914164,0.6882471834439939,0.09782608695652174,0.21195652173913043,0.4676086956521739,0.025
83,0.013924204148669406,0.008624240586125383,0.15227743425996695,0.15812328420744837,0.2030321430944866,0.13657541058127926,0.06015852563065729,0.059115064840579906,0.07436645651055354,0.04555913353045305,0.013043478260869565,0.03260869565217391,0.10434782608695652,0.0
84,0.18365540909472441,0.12825958017488234,0.2601165647825897,0.26144335733498325,0.2882082145923205,0.25959793572491435,0.18330389661806099,0.17797260473852156,0.1684613344063564,0.18839702794149338,0.043478260869565216,0.06086956521739131,0.18717391304347827,0.02
85,0.26628387136825094,0.15246085604979442,0.8009279914875296,0.774654110280324,0.7158483026490589,0.7865601741532627,0.7865395642526845,0.7430363675630799,0.6188710388135226,0.7630184533794034,0.23943661971830985,0.303886925795053,0.47838412473423103,0.27
86,0.00043108083979489777,0.02517552370251907,0.31477331836114586,0.28587513365872746,0.31104820531840766,0.30132247670488893,0.1493552318847864,0.09791604417557663,0.09383843910346995,0.12513081359616943,0.02112676056338028,0.0176678445229682,0.10630758327427356,0.02
87,0.1684236574065169,0.12386900779135873,0.2898292401194981,0.2966029815997901,0.3375664726034405,0.2958454533085618,0.1408302921083801,0.13603248507770424,0.13928792420853334,0.14405460575514442,0.02112676056338028,0.04240282685512368,0.14245216158752658,0.025
88,0.3140533062724661,0.19899296310437325,0.5353264567117174,0.5927112983205833,0.6614022469167342,0.5805533308763128,0.49462994180246794,0.5585841417799636,0.5872227910606272,0.5490912903721789,0.046511627906976744,0.13953488372093023,0.39332816136539955,0.13
89,0.005106116978116424,0.02094468138899722,0.28373644341176496,0.28811630348372474,0.3227046153084068,0.2827430612561512,0.09678242602952979,0.10049348626908954,0.10876791180263,0.0933265163634537,0.007751937984496124,0.01937984496124031,0.11559348332040341,0.015
90,0.18515188572483005,0.12762915414083725,0.3674019622882124,0.39266989835005206,0.384160610240919,0.37791120235973075,0.24983501561431648,0.27051079612726237,0.19000418808143105,0.25583038645987877,0.03875968992248062,0.06201550387596899,0.1582622187742436,0.04
91,0.32190650354965267,0.20093416782498066,0.8597717109564125,0.8332839102995571,0.7759842297222778,0.8416392774611698,0.8406750338711814,0.8047682108479604,0.7083423725954101,0.8154749743394266,0.2631578947368421,0.28679245283018867,0.5026415094339622,0.255
92,0.013279652311617592,0.02147492127710584,0.3141443403841731,0.299223275898144,0.3259774413243781,0.30415343856749333,0.13863877011206338,0.10932660598660364,0.10938515584273764,0.11878915074591065,0.022556390977443608,0.033962264150943396,0.11320754716981132,0.025
93,0.18719118440908253,0.12823100591064646,0.42037299244203863,0.3904092646598802,0.3871218005896334,0.41284040972459707,0.2561721967162833,0.21629233855754798,0.18159153223234695,0.2539488080620692,0.007518796992481203,0.026415094339622643,0.15849056603773584,0.01
94,0.2834587332501764,0.1686891547455932,0.5191380942542347,0.5384101175568442,0.6870755704491894,0.5297099444488498,0.4173346142229521,0.43907048155957207,0.6248619137515946,0.428933001412051,0.021897810218978103,0.12043795620437957,0.4558071585098612,0.07
95,0.006135567884463691,0.012184065922050524,0.38577797505757505,0.3670118758533682,0.33930865887102274,0.3740539686317584,0.16380170934158994,0.15955340225194967,0.10396880145580652,0.1609527044009601,0.0072992700729927005,0.040145985401459854,0.1168736303871439,0.02
96,0.1664869577724236,0.09804844339064812,0.4126366104434775,0.37077445536722464,0.3753602861179065,0.3884637585049592,0.25179079216973776,0.18320527893112692,0.16430056417823696,0.21006926831400927,0.0364963503649635,0.032846715328467155,0.1585098612125639,0.035
97,0.1777345322514525,0.15757459647823774,0.5956655761426,0.5987165266232504,0.5135317420319276,0.5511956223287197,0.5295589758614815,0.5217946775280461,0.3349838851947538,0.44928889492225327,0.1182033096926714,0.2556213017751479,0.27107007575757575,0.04
98,-0.009716688777100677,-0.003354006885974444,0.23865236937269932,0.2505871849661867,0.2969099520728663,0.22547043884899307,0.0829472640212041,0.08397909973891457,0.06974569183346244,0.07301470142420267,0.01182033096926714,0.03076923076923077,0.08475378787878787,0.0
99,0.12495772790654705,0.11740570455906026,0.23105281840702616,0.2448227435159974,0.30679212031193825,0.21880228994546574,0.06975943626073865,0.07539798851965196,0.08764403937227291,0.06121002084547549,0.014184397163120567,0.036686390532544376,0.09706439393939394,0.01
100,0.19639677510510384,0.1529366945663762,0.7098584878707637,0.6607223030535866,0.5088114903739921,0.692837739420535,0.6711251172853463,0.5872080727970208,0.3166429769689205,0.6625493208724128,0.2404040404040404,0.31445904954499493,0.2832288084159417,0.065
101,-0.021133731184128927,0.0012287815821205598,0.21885728848035857,0.22699667199395435,0.2851996428033418,0.22264578162682044,0.045164460318540434,0.04611182007014729,0.059347312197058,0.06445690579349733,0.020202020202020204,0.023255813953488372,0.0776856160226583,0.015
102,0.12292171385251591,0.1222866533207443,0.23778991587480858,0.2534094760094785,0.3029558545123047,0.23200849401534365,0.06210608902204466,0.0780577968929681,0.08253020935593693,0.05160097210780743,0.020202020202020204,0.03640040444893832,0.09164475015172972,0.015
